id,cat_shap_oof
0,0.8949962712562499
1,0.05758277012893168
2,0.2740048705068817
3,0.08684440579156139
4,0.9311847438911816
5,0.05312889779212029
6,0.6122120526745338
7,0.05272485694270769
8,0.42382993291272586
9,0.07379653381913578
10,0.07501668292688908
11,0.9146975393205687
12,0.05751643722290049
13,0.053685000709015475
14,0.06914946419238818
15,0.761721194179094
16,0.31321076488969485
17,0.09377139988628762
18,0.16116549426610752
19,0.42880852173677414
20,0.6824810619616106
21,0.082448890199094
22,0.05370859042472933
23,0.8626257676465462
24,0.5682530597775277
25,0.08267787629936013
26,0.04831841526524808
27,0.6051545223816703
28,0.3296554403989181
29,0.05913680645880859
30,0.8481849547045007
31,0.0513533608448372
32,0.04616631191883711
33,0.06742779376348713
34,0.09159027916666773
35,0.04537248388223075
36,0.053805340842144944
37,0.44753919657842145
38,0.05328168821592798
39,0.1339274278052817
40,0.28268765845592203
41,0.797923221045441
42,0.08991357061792961
43,0.9177431039794509
44,0.06457398705572497
45,0.8037632995264294
46,0.7174734273162972
47,0.1377439878686117
48,0.7041371186911827
49,0.17024382502381405
50,0.5070024890214524
51,0.10545040027332861
52,0.06963377904479182
53,0.46815186336451253
54,0.34839244206795233
55,0.11678677419491434
56,0.05891524306086866
57,0.11751398038672074
58,0.08895869378436674
59,0.049518431141339324
60,0.06420344447126711
61,0.9004419071060376
62,0.04833916450436659
63,0.04659539890286573
64,0.05216440427885697
65,0.1800437472508317
66,0.7685661532252958
67,0.8539323808881292
68,0.048907549472907284
69,0.9235969038431838
70,0.06689388707831634
71,0.47233252544176246
72,0.06463377271614867
73,0.8616258110630097
74,0.05334834458727731
75,0.18545580779140597
76,0.04492376939680191
77,0.10953499152522339
78,0.9099088531891709
79,0.9181162107400775
80,0.06123638778569762
81,0.04827996423796058
82,0.8936303611535864
83,0.12714957999763268
84,0.058841411653996145
85,0.05075504475922513
86,0.045708562827412084
87,0.09538495854950664
88,0.6603462501110711
89,0.12260601600912309
90,0.871660540721361
91,0.23942730856600666
92,0.04667054422291509
93,0.6721740012343741
94,0.052555374280142196
95,0.04986076330469899
96,0.9085011479677313
97,0.05857636535194553
98,0.05711711840733473
99,0.2833679325672079
100,0.6125462586182345
101,0.048135426434333564
102,0.28557573006356307
103,0.18293214076446093
104,0.09911980815205826
105,0.06949863041910118
106,0.8681316634257541
107,0.2799432670906439
108,0.9259513194290505
109,0.7125084976526772
110,0.0686181906980036
111,0.08087212582448262
112,0.2786270731546111
113,0.893182346276755
114,0.4056389891232083
115,0.9280984683149567
116,0.050714537112962366
117,0.8072014962973364
118,0.181421978285303
119,0.8851143471151864
120,0.0581777870637615
121,0.05800071392929854
122,0.0679291825379863
123,0.748019664713285
124,0.30547766570791857
125,0.04981206571027984
126,0.6590959005013391
127,0.05564354241221843
128,0.8786043634950538
129,0.9196519989565488
130,0.9093446425491513
131,0.2265002869957414
132,0.05418553201193245
133,0.3198404821050954
134,0.05859558914927522
135,0.7979497971336966
136,0.0466234434127428
137,0.4331509409855031
138,0.10427493836870978
139,0.9182110789587951
140,0.18600413136843352
141,0.6869183562237035
142,0.3653697918959492
143,0.04813899424557851
144,0.04964392262438682
145,0.7966497343742999
146,0.19276356799681918
147,0.5735188306508736
148,0.7993199957915524
149,0.07951804202995902
150,0.1261548338112489
151,0.0957695399817795
152,0.12175847000217813
153,0.22615326636553185
154,0.07026329333144721
155,0.1125305262390047
156,0.06999566671412849
157,0.11259761817752392
158,0.05682189795611318
159,0.07118245647931724
160,0.045568723539612575
161,0.05767683590857785
162,0.15611642519752453
163,0.2608636331199371
164,0.49323201794776744
165,0.9150959698488522
166,0.9201030207661237
167,0.14007937230274753
168,0.9083296293433349
169,0.23300197032838335
170,0.5329242477810916
171,0.054524311418604
172,0.8583378374118388
173,0.05280367116417363
174,0.049327252082916745
175,0.049180808925784344
176,0.04885675344445244
177,0.1723347501541967
178,0.7164459039663288
179,0.43957596829109785
180,0.05611719354825678
181,0.05774486358192336
182,0.11889644151624941
183,0.10737946738868998
184,0.08233577290546988
185,0.04554876591183085
186,0.8411442167747873
187,0.046556407550858055
188,0.3317569475486474
189,0.30326940056693763
190,0.7614240321849725
191,0.46023792641557837
192,0.6704107843616081
193,0.3935536309628199
194,0.6540924113454526
195,0.057734996972271045
196,0.8323692169865687
197,0.05654415677241305
198,0.05679029983749482
199,0.5024179169642767
200,0.12128090758728542
201,0.04920209313333428
202,0.4860214080643117
203,0.33399291938632364
204,0.07664715499836375
205,0.05043565405828828
206,0.6326468832130159
207,0.05641434995587939
208,0.836848920582014
209,0.1534296299985987
210,0.5251288912952723
211,0.5139504767183158
212,0.04721190123295486
213,0.05643942385687967
214,0.09406395901537405
215,0.07887803102682225
216,0.06225885359239007
217,0.9341894313759687
218,0.7472281915497179
219,0.04891982083878553
220,0.06890681272656521
221,0.8875966903950484
222,0.060814626393765434
223,0.04959473581413051
224,0.12420051371596466
225,0.07307314854303419
226,0.048226861165985416
227,0.06601271178452314
228,0.8574335833806819
229,0.7946268352249221
230,0.30206350804196774
231,0.04595964372272808
232,0.06001446313544136
233,0.9176782320575365
234,0.06662988777446102
235,0.537494287131978
236,0.40107642541363075
237,0.7889758332245813
238,0.33482099316838804
239,0.43492433370922357
240,0.3445918557758107
241,0.09834298795838878
242,0.9147931108514655
243,0.6981267465022049
244,0.04945718681558725
245,0.04746217115257658
246,0.08170088712281179
247,0.04672362650348659
248,0.9062769585261812
249,0.8354051837665069
250,0.049141511356486686
251,0.08714576849276284
252,0.08964691868173333
253,0.27343679868193127
254,0.048466275055069064
255,0.054372552630804205
256,0.04715460198868806
257,0.049567805914678756
258,0.6922364696935082
259,0.9220618426621853
260,0.7206805108724345
261,0.05286559556832658
262,0.1382388585350753
263,0.9240689441885342
264,0.0745400001434281
265,0.600404330599817
266,0.1871839517534526
267,0.13120706767835882
268,0.047038841724023284
269,0.7643720145976174
270,0.9264551358693185
271,0.32451002048736544
272,0.044876959416041175
273,0.7376460504728867
274,0.8020789390144539
275,0.17941333914617336
276,0.9158014625435527
277,0.7235726072935843
278,0.6460013623801609
279,0.9050961599200148
280,0.05309071461830227
281,0.5564375373935566
282,0.14499366756818616
283,0.04864338362708662
284,0.3627427747417121
285,0.8762868497717635
286,0.14694347997662796
287,0.05030793812361486
288,0.8832328428170811
289,0.8432114877621345
290,0.16931341732771246
291,0.06056056645040776
292,0.05468326271842903
293,0.05842181182199254
294,0.09006176269212485
295,0.09840152190792659
296,0.1632596689149561
297,0.1272063677300294
298,0.059935747632897926
299,0.1917977943235112
300,0.2290253666892391
301,0.9080959900750397
302,0.4352651903230238
303,0.10950822222393634
304,0.0791511684509413
305,0.14534575912724132
306,0.05945356021964673
307,0.06172168981790118
308,0.05749358207166094
309,0.07399029998544812
310,0.12282368852256105
311,0.09434707619037538
312,0.05866229307627262
313,0.04970335432045204
314,0.5005192515715431
315,0.059532830238262745
316,0.9115368776112612
317,0.394553839326774
318,0.7259069490317538
319,0.7077323125019412
320,0.0696255108517843
321,0.08961979872541118
322,0.8417857689371548
323,0.8267428261164043
324,0.06591400576564307
325,0.8850774574709686
326,0.08738874164976876
327,0.2926567374577599
328,0.08215531103384945
329,0.08513062045172995
330,0.051561388954048805
331,0.042891211010573554
332,0.28573065307113804
333,0.9138097261380788
334,0.05697565653047891
335,0.04965184925625587
336,0.1409760879354379
337,0.30964546377283664
338,0.05148724766406918
339,0.4176600217366929
340,0.6390256543706856
341,0.049645727926211955
342,0.044629900176185365
343,0.7490700359701231
344,0.21354320418024492
345,0.8241331893922821
346,0.10661521737267206
347,0.04950972144710374
348,0.06809280016228782
349,0.7260271478916211
350,0.4613386622018799
351,0.9191428917821121
352,0.9268953780435776
353,0.5948423753126959
354,0.5325587946584676
355,0.4054847374173991
356,0.09986820535496216
357,0.734930249849144
358,0.12357230300885029
359,0.05431608188548533
360,0.5420538696762229
361,0.1464963189251939
362,0.8174317643118568
363,0.16211671094656516
364,0.20822936940606707
365,0.046727350435388684
366,0.8969303734705282
367,0.9047569237362522
368,0.04911707981950965
369,0.9152661479314002
370,0.39531535945078267
371,0.045663174981536304
372,0.1329380512441656
373,0.13357855208107156
374,0.058607044628406935
375,0.10992450189018972
376,0.3868297178502269
377,0.6322851546028547
378,0.05619091589293499
379,0.06668222333415616
380,0.23556031600170227
381,0.5994141004100243
382,0.6107285835358078
383,0.06464103026598673
384,0.05268769225383528
385,0.9160013429081546
386,0.15684821970713408
387,0.6309836184931291
388,0.36075722180664255
389,0.8691465500390066
390,0.0761081699327478
391,0.09837161654504319
392,0.9037457839115479
393,0.07640565174046862
394,0.26439192449901644
395,0.07188166719891476
396,0.2905936214338694
397,0.06597285131718907
398,0.8554186931382013
399,0.05432193770765777
400,0.9121030180228843
401,0.9043771585455458
402,0.08299264819168531
403,0.05646095758451802
404,0.488942165377361
405,0.6222770173047474
406,0.26931812722967174
407,0.13752931598913457
408,0.8801987728051955
409,0.8293996877391807
410,0.2855688014953345
411,0.054565363294421396
412,0.06389071440193798
413,0.9231510347850392
414,0.06056720182664492
415,0.10912633244794305
416,0.05510421401915204
417,0.07809138252543878
418,0.6741938182137652
419,0.06836086684968656
420,0.11682612883437933
421,0.9141776342267482
422,0.8135927654865753
423,0.13859364257396578
424,0.05925748276178848
425,0.5880332531559509
426,0.0809304102868276
427,0.10899354813654134
428,0.04599668663563747
429,0.4937126937562405
430,0.24765727692175118
431,0.652508206466295
432,0.6313783742940138
433,0.09963059118859782
434,0.8859933401588524
435,0.9114818475903148
436,0.10773469376396734
437,0.13446405014809876
438,0.09672709663976574
439,0.04852289132497552
440,0.05419748289057853
441,0.780692320880774
442,0.8902372439621127
443,0.06585115492810131
444,0.9395049914835862
445,0.928169387893092
446,0.43372183342287157
447,0.08403368756068932
448,0.061690038793983146
449,0.6907094691499553
450,0.7613780026955995
451,0.8778880956226878
452,0.05005199414694075
453,0.2510529278906847
454,0.8757690215768423
455,0.1974849352065841
456,0.8295874771430671
457,0.31203041982481095
458,0.07286868821425244
459,0.7555511941568684
460,0.2087844399188131
461,0.23654470662804977
462,0.1318904179323584
463,0.42287944974754
464,0.21525571694616413
465,0.9272451790293212
466,0.06961496052427893
467,0.5407962139255157
468,0.056256539160865184
469,0.10754583399104192
470,0.046135816988200185
471,0.7511639899804959
472,0.06602007122477148
473,0.049836180307208336
474,0.369368335786611
475,0.362944818135286
476,0.9107807070919518
477,0.07390891747086462
478,0.08966882188026092
479,0.6939570040968767
480,0.05053254289546988
481,0.17750537678320505
482,0.04967219432021721
483,0.31301523562384803
484,0.04837280561061445
485,0.12709429135474612
486,0.07345598988652997
487,0.08331097333519792
488,0.12769968953363836
489,0.2524973265283147
490,0.15594481203157504
