id,autogluon_shap_oof
0,0.8502749800682068
1,0.04543134570121765
2,0.3031938076019287
3,0.13779962062835693
4,0.9508432149887085
5,0.02590138092637062
6,0.5925467610359192
7,0.013772894628345966
8,0.37055861949920654
9,0.0697135254740715
10,0.0616825670003891
11,0.9153609275817871
12,0.04020610824227333
13,0.02252444252371788
14,0.05558708310127258
15,0.7847597599029541
16,0.2657945156097412
17,0.072971411049366
18,0.2595653831958771
19,0.4607928991317749
20,0.652123212814331
21,0.09140067547559738
22,0.034467462450265884
23,0.8008675575256348
24,0.5206753015518188
25,0.14156435430049896
26,0.011553291231393814
27,0.38248932361602783
28,0.4954049587249756
29,0.034919627010822296
30,0.8062766790390015
31,0.03079061396420002
32,0.00542944110929966
33,0.05569830536842346
34,0.08443842083215714
35,0.0051336875185370445
36,0.024767518043518066
37,0.5850406885147095
38,0.02257431671023369
39,0.20073041319847107
40,0.363167405128479
41,0.7114877700805664
42,0.13989052176475525
43,0.9692896604537964
44,0.12165465205907822
45,0.6164054870605469
46,0.7351033687591553
47,0.2731703221797943
48,0.6567551493644714
49,0.28108951449394226
50,0.4462789297103882
51,0.11273472756147385
52,0.08687537908554077
53,0.4620024561882019
54,0.3848841190338135
55,0.15808412432670593
56,0.03873443603515625
57,0.19733643531799316
58,0.12171518057584763
59,0.030145715922117233
60,0.08850720524787903
61,0.9319319725036621
62,0.008914302103221416
63,0.01065685786306858
64,0.02149791084229946
65,0.21360017359256744
66,0.8031268119812012
67,0.8749954104423523
68,0.014620876871049404
69,0.9374420046806335
70,0.09561723470687866
71,0.3660007119178772
72,0.051773011684417725
73,0.8852476477622986
74,0.022896355018019676
75,0.2709314227104187
76,0.006883212365210056
77,0.1986156553030014
78,0.9459874629974365
79,0.9288228154182434
80,0.07539385557174683
81,0.004525200463831425
82,0.8658854961395264
83,0.19540268182754517
84,0.029954038560390472
85,0.013252206146717072
86,0.020003726705908775
87,0.1483650803565979
88,0.5152649283409119
89,0.17144203186035156
90,0.8480603694915771
91,0.3808499574661255
92,0.006307451520115137
93,0.5043327808380127
94,0.026768464595079422
95,0.014375664293766022
96,0.9179818630218506
97,0.041439130902290344
98,0.047698646783828735
99,0.524169385433197
100,0.5409493446350098
101,0.007125629112124443
102,0.394897997379303
103,0.33528438210487366
104,0.17835667729377747
105,0.08695561438798904
106,0.7968907356262207
107,0.30524128675460815
108,0.9613716006278992
109,0.5940467119216919
110,0.0698574036359787
111,0.09444539248943329
112,0.44631433486938477
113,0.9345122575759888
114,0.3787275552749634
115,0.955542266368866
116,0.03548692166805267
117,0.7499161958694458
118,0.2997283637523651
119,0.8821055889129639
120,0.06751120090484619
121,0.033623047173023224
122,0.07932407408952713
123,0.6466329097747803
124,0.47494351863861084
125,0.011056606657803059
126,0.5824013352394104
127,0.04893004894256592
128,0.9134389162063599
129,0.9407466053962708
130,0.9299471378326416
131,0.3112961947917938
132,0.031122364103794098
133,0.4539182782173157
134,0.09184633195400238
135,0.7477878332138062
136,0.0075431386940181255
137,0.4728337228298187
138,0.1339397430419922
139,0.9656596183776855
140,0.32166656851768494
141,0.7321261167526245
142,0.3720390200614929
143,0.015404695644974709
144,0.015258601866662502
145,0.6864829659461975
146,0.17530469596385956
147,0.5122097134590149
148,0.714447021484375
149,0.07292469590902328
150,0.17136302590370178
151,0.11413459479808807
152,0.21713361144065857
153,0.3575567901134491
154,0.05918893218040466
155,0.15202203392982483
156,0.0504959374666214
157,0.11198685318231583
158,0.043354932218790054
159,0.09443406760692596
160,0.008797755464911461
161,0.044508058577775955
162,0.1289672553539276
163,0.33076733350753784
164,0.4380401074886322
165,0.9585893750190735
166,0.9465967416763306
167,0.14919330179691315
168,0.9538470506668091
169,0.31047341227531433
170,0.4439476728439331
171,0.018555710092186928
172,0.8230844140052795
173,0.014602207578718662
174,0.0055116573348641396
175,0.009462341666221619
176,0.007118202280253172
177,0.2927406430244446
178,0.6318833231925964
179,0.5586642622947693
180,0.02737223356962204
181,0.03030240163207054
182,0.14910733699798584
183,0.16208308935165405
184,0.08231962472200394
185,0.00790441408753395
186,0.8739756345748901
187,0.006627198308706284
188,0.4035094678401947
189,0.42573192715644836
190,0.6545873880386353
191,0.5295226573944092
192,0.6256613731384277
193,0.3362713158130646
194,0.5878262519836426
195,0.04496883228421211
196,0.8109994530677795
197,0.019713524729013443
198,0.03445079177618027
199,0.6255890130996704
200,0.20665022730827332
201,0.012686507776379585
202,0.5065359473228455
203,0.27504828572273254
204,0.11611738055944443
205,0.0211777463555336
206,0.5913395285606384
207,0.07822366058826447
208,0.8289711475372314
209,0.13229447603225708
210,0.4747160077095032
211,0.42013272643089294
212,0.007957951165735722
213,0.05665866285562515
214,0.12532739341259003
215,0.09715526551008224
216,0.05085457116365433
217,0.9816896319389343
218,0.645463228225708
219,0.004363170359283686
220,0.08608009666204453
221,0.9116077423095703
222,0.048833366483449936
223,0.017030609771609306
224,0.27088552713394165
225,0.06976911425590515
226,0.012580867856740952
227,0.043838970363140106
228,0.87621009349823
229,0.6752883195877075
230,0.31912556290626526
231,0.006009669043123722
232,0.05396255478262901
233,0.9726881980895996
234,0.052729155868291855
235,0.6883084774017334
236,0.35202786326408386
237,0.661408543586731
238,0.483541339635849
239,0.4489491581916809
240,0.39535894989967346
241,0.10861624777317047
242,0.9712883234024048
243,0.4875333607196808
244,0.04516233503818512
245,0.0067903813906013966
246,0.10475043952465057
247,0.010486731305718422
248,0.9366093873977661
249,0.7667254209518433
250,0.01625940389931202
251,0.2006671130657196
252,0.08313824981451035
253,0.341036319732666
254,0.005184914916753769
255,0.017989913001656532
256,0.014049449004232883
257,0.015131251886487007
258,0.6350245475769043
259,0.965068519115448
260,0.6512384414672852
261,0.013640286400914192
262,0.20131471753120422
263,0.909185528755188
264,0.12414516508579254
265,0.5748370289802551
266,0.27054423093795776
267,0.23273220658302307
268,0.015220839530229568
269,0.7517905235290527
270,0.9748061895370483
271,0.3433018922805786
272,0.0047912755981087685
273,0.7470066547393799
274,0.7033175230026245
275,0.15255355834960938
276,0.9474875926971436
277,0.6761795282363892
278,0.6413085460662842
279,0.9176868200302124
280,0.01894521713256836
281,0.5034610033035278
282,0.2610412538051605
283,0.01301569677889347
284,0.3111109733581543
285,0.892245352268219
286,0.19240328669548035
287,0.015557467937469482
288,0.7859646677970886
289,0.7518821954727173
290,0.2988230586051941
291,0.03969493508338928
292,0.02204941026866436
293,0.0313846729695797
294,0.12953247129917145
295,0.14032970368862152
296,0.43820589780807495
297,0.17949455976486206
298,0.062408335506916046
299,0.32898905873298645
300,0.351205050945282
301,0.9578874707221985
302,0.4190289080142975
303,0.20304527878761292
304,0.04047490283846855
305,0.13573208451271057
306,0.058358289301395416
307,0.11258144676685333
308,0.04378461837768555
309,0.05985623598098755
310,0.21161410212516785
311,0.12477321922779083
312,0.1259612888097763
313,0.01137171033769846
314,0.5467240214347839
315,0.03173576295375824
316,0.9216961860656738
317,0.40186476707458496
318,0.699871301651001
319,0.7394353151321411
320,0.050269030034542084
321,0.15120342373847961
322,0.8097423315048218
323,0.7138771414756775
324,0.0897173136472702
325,0.8929944634437561
326,0.10121983289718628
327,0.48560193181037903
328,0.09587603062391281
329,0.11200854182243347
330,0.013064783066511154
331,0.005056422669440508
332,0.28560614585876465
333,0.9133017063140869
334,0.04255406931042671
335,0.01664849743247032
336,0.1155005544424057
337,0.32545003294944763
338,0.008817248977720737
339,0.48084306716918945
340,0.5538882613182068
341,0.03106643445789814
342,0.0019525618990883231
343,0.7682909965515137
344,0.23589026927947998
345,0.7569850087165833
346,0.14567890763282776
347,0.006205618381500244
348,0.05614282935857773
349,0.6186899542808533
350,0.3300449252128601
351,0.9254698753356934
352,0.940596342086792
353,0.5651701092720032
354,0.7147954702377319
355,0.4879632294178009
356,0.14021927118301392
357,0.6867460012435913
358,0.17114505171775818
359,0.02236376702785492
360,0.49086645245552063
361,0.21136474609375
362,0.7233778238296509
363,0.25166457891464233
364,0.30820226669311523
365,0.0079539455473423
366,0.9067534804344177
367,0.9266315698623657
368,0.018748627975583076
369,0.9625285863876343
370,0.512435793876648
371,0.0044770995154976845
372,0.20387837290763855
373,0.1862766295671463
374,0.02062205784022808
375,0.25356462597846985
376,0.21855181455612183
377,0.66303950548172
378,0.027041133493185043
379,0.06287488341331482
380,0.33979466557502747
381,0.47367551922798157
382,0.6391993761062622
383,0.040153827518224716
384,0.026784371584653854
385,0.9446308612823486
386,0.13946406543254852
387,0.6705074310302734
388,0.4408394396305084
389,0.802369236946106
390,0.09133778512477875
391,0.11912737041711807
392,0.81398606300354
393,0.08655070513486862
394,0.30473360419273376
395,0.08544972538948059
396,0.37584516406059265
397,0.04804347828030586
398,0.8239079713821411
399,0.019277634099125862
400,0.9550040364265442
401,0.903846263885498
402,0.1154823824763298
403,0.034165654331445694
404,0.5083162784576416
405,0.563698947429657
406,0.26695120334625244
407,0.21810175478458405
408,0.8745579719543457
409,0.758322536945343
410,0.38221460580825806
411,0.01917358860373497
412,0.033874258399009705
413,0.9516733884811401
414,0.05791853368282318
415,0.23240648210048676
416,0.025267980992794037
417,0.08716025948524475
418,0.6384170055389404
419,0.07874368131160736
420,0.22014454007148743
421,0.9257079362869263
422,0.6791689395904541
423,0.1930166482925415
424,0.051266398280858994
425,0.5171828269958496
426,0.07251902669668198
427,0.12878954410552979
428,0.008540482260286808
429,0.5049043893814087
430,0.38529103994369507
431,0.586580753326416
432,0.6093453764915466
433,0.15605662763118744
434,0.8833193182945251
435,0.9351054430007935
436,0.1488940715789795
437,0.24429498612880707
438,0.08047516644001007
439,0.011428870260715485
440,0.017878489568829536
441,0.5698181986808777
442,0.9307564496994019
443,0.06582275032997131
444,0.9664950370788574
445,0.9586367011070251
446,0.534672737121582
447,0.10600946843624115
448,0.08285520225763321
449,0.6973913908004761
450,0.7342896461486816
451,0.8220017552375793
452,0.01131226122379303
453,0.33186930418014526
454,0.7618973851203918
455,0.4141504764556885
456,0.659527599811554
457,0.3240559697151184
458,0.04641096293926239
459,0.698438286781311
460,0.1641445755958557
461,0.32461875677108765
462,0.2252858281135559
463,0.44368264079093933
464,0.352111279964447
465,0.9736072421073914
466,0.03865533322095871
