id,xgb_oof
0,0.9176391005516052
1,0.04955654256045818
2,0.24243297129869462
3,0.09964345991611481
4,0.9355087459087372
5,0.05166720040142536
6,0.6048177361488343
7,0.048532554879784584
8,0.17268463969230652
9,0.06288554258644581
10,0.07180698551237583
11,0.8976256608963012
12,0.05879262499511242
13,0.04953406788408756
14,0.07059295326471329
15,0.6156238466501236
16,0.28359615057706833
17,0.07599321007728577
18,0.17920409739017487
19,0.42045276761054995
20,0.5714216828346252
21,0.07185212820768357
22,0.05420902408659458
23,0.8749931752681732
24,0.5260075569152832
25,0.10063307881355285
26,0.04796892255544662
27,0.3481276974081993
28,0.2668193742632866
29,0.057494872435927394
30,0.827929151058197
31,0.05018405169248581
32,0.045096201822161674
33,0.06839260533452034
34,0.07346764318645001
35,0.044522281363606454
36,0.05398216471076012
37,0.5281982660293579
38,0.052605217695236205
39,0.16811299622058867
40,0.25033396035432814
41,0.8159426510334015
42,0.12473556101322174
43,0.9477806031703949
44,0.08737471252679825
45,0.8273021757602692
46,0.8042494237422944
47,0.12915682271122933
48,0.7811987519264221
49,0.2375253140926361
50,0.3440627545118332
51,0.10851948708295822
52,0.054942745342850687
53,0.308349472284317
54,0.28843510150909424
55,0.09204298183321953
56,0.054072681441903116
57,0.12548489198088647
58,0.07404553294181823
59,0.05070968046784401
60,0.0882670596241951
61,0.946335518360138
62,0.049155646935105324
63,0.0469699427485466
64,0.05052332989871502
65,0.11402109488844872
66,0.8295552849769592
67,0.8623578548431396
68,0.0479520883411169
69,0.9235339105129242
70,0.06270277090370655
71,0.37791559398174285
72,0.07679088935256004
73,0.810046499967575
74,0.050982558727264406
75,0.25073022991418836
76,0.0454453781247139
77,0.110371445864439
78,0.9470177948474884
79,0.9040269792079926
80,0.060598674789071084
81,0.04604819007217884
82,0.9191862046718597
83,0.15080467537045478
84,0.05316938199102879
85,0.05149981789290905
86,0.04719342514872551
87,0.0830612987279892
88,0.6844043850898742
89,0.13855095729231834
90,0.9189770102500916
91,0.38141891956329343
92,0.04566929414868355
93,0.7066233992576599
94,0.05179738514125347
95,0.05045580267906189
96,0.9398268103599549
97,0.05139288417994976
98,0.05371531993150711
99,0.5811993896961212
100,0.5187114864587784
101,0.04725264720618725
102,0.32985981106758117
103,0.3141131356358528
104,0.1101866364479065
105,0.07675133869051934
106,0.9072804152965546
107,0.30753694474697113
108,0.9448769152164459
109,0.6880024254322052
110,0.07880795598030091
111,0.06930856630206109
112,0.3216927483677864
113,0.9198763489723205
114,0.25079759061336515
115,0.93944131731987
116,0.05012201927602291
117,0.7901437878608704
118,0.23230261951684952
119,0.8617881715297699
120,0.05848245918750763
121,0.05777182132005691
122,0.06847366206347942
123,0.8214582204818726
124,0.5335095465183258
125,0.04727281630039215
126,0.7618127763271332
127,0.0574131153523922
128,0.9184114038944244
129,0.9139705240726471
130,0.9165172278881073
131,0.2323271617293358
132,0.052657429873943326
133,0.5733554691076279
134,0.06400914527475834
135,0.7252714276313782
136,0.04388575591146946
137,0.32172612100839615
138,0.11854741424322128
139,0.9464779019355773
140,0.23597918897867204
141,0.8103481292724609
142,0.2664982467889786
143,0.04731980860233307
144,0.05006718151271343
145,0.8351778745651245
146,0.1243895173072815
147,0.6020326495170594
148,0.593921959400177
149,0.06759008057415486
150,0.103981252014637
151,0.09310933761298656
152,0.12122287154197693
153,0.2721231788396835
154,0.06613317392766475
155,0.09603094309568405
156,0.061989134177565575
157,0.09611540734767914
158,0.05190734900534153
159,0.07600205317139626
160,0.04500908404588699
161,0.060201366618275645
162,0.09818942025303841
163,0.1529196545481682
164,0.34348230957984927
165,0.9436491310596467
166,0.9395901441574097
167,0.11489925235509872
168,0.9281864941120148
169,0.20251430720090866
170,0.44896024465560913
171,0.05317476242780685
172,0.8538134455680847
173,0.05153229534626007
174,0.047331516072154044
175,0.04823122955858707
176,0.0477431520819664
177,0.29358622133731843
178,0.6983565092086792
179,0.6237756133079528
180,0.05618670731782913
181,0.052090272679924964
182,0.11382713690400123
183,0.1008658044040203
184,0.09156988188624382
185,0.04419063739478588
186,0.9018560588359833
187,0.04679005928337574
