id,autogluon_pseudo_oof
0,0.853927731513977
1,0.040001995861530304
2,0.2541767656803131
3,0.1253891885280609
4,0.962356686592102
5,0.013852205127477646
6,0.6090149879455566
7,0.013340389356017113
8,0.29164919257164
9,0.039969302713871
10,0.0626591295003891
11,0.918950080871582
12,0.026269547641277313
13,0.015408093109726906
14,0.049650322645902634
15,0.8156417012214661
16,0.2695332467556
17,0.06798197329044342
18,0.2900420129299164
19,0.4666578471660614
20,0.6855019330978394
21,0.07377393543720245
22,0.014214962720870972
23,0.830268383026123
24,0.5642589330673218
25,0.12046429514884949
26,0.019071217626333237
27,0.40770137310028076
28,0.4658394157886505
29,0.02548367902636528
30,0.7595658898353577
31,0.020796827971935272
32,0.01336195319890976
33,0.05810144543647766
34,0.056649427860975266
35,0.01235892903059721
36,0.01554182916879654
37,0.45538434386253357
38,0.021112147718667984
39,0.17797017097473145
40,0.3783148527145386
41,0.675995945930481
42,0.16537228226661682
43,0.9534810781478882
44,0.06215548887848854
45,0.5767201781272888
46,0.7148153781890869
47,0.21709200739860535
48,0.7315495014190674
49,0.2612679600715637
50,0.4228610098361969
51,0.09430711716413498
52,0.07078010588884354
53,0.3970385193824768
54,0.37689104676246643
55,0.21981929242610931
56,0.030273690819740295
57,0.21958088874816895
58,0.08322694897651672
59,0.017905056476593018
60,0.05744127556681633
61,0.8923857808113098
62,0.015933936461806297
63,0.013912887312471867
64,0.01867266371846199
65,0.20375153422355652
66,0.7910645008087158
67,0.8821439146995544
68,0.01338348351418972
69,0.9565247893333435
70,0.06690904498100281
71,0.4311252236366272
72,0.04598996788263321
73,0.9013646841049194
74,0.01729511097073555
75,0.2672714293003082
76,0.012576939538121223
77,0.13351771235466003
78,0.9390565752983093
79,0.8983978033065796
80,0.05614808574318886
81,0.014221969991922379
82,0.8326928019523621
83,0.199282705783844
84,0.037830814719200134
85,0.013140657916665077
86,0.016023289412260056
87,0.10875210165977478
88,0.6307716369628906
89,0.2521040439605713
90,0.9024413824081421
91,0.3077288866043091
92,0.01682530716061592
93,0.6230723857879639
94,0.013222169131040573
