id,cat_pseudo_oof
0,0.8760526019994812
1,0.05822224717131687
2,0.20907327794212782
3,0.08823428228759364
4,0.852206732435835
5,0.04794095936758751
6,0.6818112253581837
7,0.051912627472119
8,0.3157557165900516
9,0.0635723436680667
10,0.06408273764187714
11,0.8805687166095696
12,0.05670629254802503
13,0.05234939028881123
14,0.06117429669664235
15,0.8430440081342038
16,0.18355622902706853
17,0.058564256583323246
18,0.1769946133913272
19,0.4590339398887867
20,0.7614964344851719
21,0.06517315386298514
22,0.051686609472026156
23,0.8467597504002976
24,0.6289945466799853
25,0.08991829329809718
26,0.04891929104227571
27,0.3510882716282159
28,0.5621073765342606
29,0.055753573599712516
30,0.8554524313520282
31,0.05026243270087758
32,0.04040108441110929
33,0.054842735379880034
34,0.06824591001643031
35,0.0447737149551901
36,0.053533884271617
37,0.6615297987306045
38,0.05360825967750239
39,0.14732157540145807
40,0.27736318256754666
41,0.7901310841333423
42,0.08695708503212755
43,0.8778468612246966
44,0.08302393976663917
45,0.725485941384773
46,0.7642464884762777
47,0.19666214845591257
48,0.7502814863509368
49,0.21820567899893945
50,0.46618298773160405
51,0.06941298775382405
52,0.06078310328316262
53,0.4653567630361658
54,0.31794036313601515
55,0.11526535126296836
56,0.058420042257704155
57,0.1453493930147119
58,0.08552212214387875
59,0.05302211178258387
60,0.0674064441598711
61,0.8978334143306885
62,0.044525753722742895
63,0.044771583366675215
64,0.05224871258217138
65,0.15877066372443166
66,0.8525398803282368
67,0.8696411418684946
68,0.04600649980349053
69,0.8654610603956033
70,0.06298094408820484
71,0.2919950253673885
72,0.05728944661762908
73,0.8740094685946044
74,0.057632599457358144
75,0.19474777330823767
76,0.04407749609661365
77,0.138556175086963
78,0.8691548470296032
79,0.8631985821323752
80,0.05765561066916729
81,0.047153692695827115
82,0.8577433426160461
83,0.13670834879038574
84,0.05204360291475559
85,0.052012479714128125
86,0.04591087855638894
87,0.1080004731696278
88,0.6256213453733003
89,0.12966849693182989
90,0.8472296886335121
91,0.3050529896771009
92,0.049293170254976496
93,0.6129055256385278
94,0.04980740398751153
95,0.046239983869697084
96,0.880760967634652
97,0.053282350369287836
98,0.05811286201808531
99,0.6002878436613257
100,0.6956609542354111
101,0.04891942188272203
102,0.3604743286343686
103,0.25601448828722145
104,0.1331910336769514
105,0.06719170433346269
106,0.861836995401682
107,0.22087251692270632
108,0.8796842631970978
109,0.7001430321314493
110,0.06316731550743379
111,0.06737358147987797
112,0.4680028789380307
113,0.8745072698205949
114,0.32583323370533507
115,0.8823897905042386
116,0.048215750157427746
117,0.8313282080359125
118,0.21057434395663105
119,0.8625969190127736
120,0.06254295975273305
121,0.05190674069541853
122,0.06165825692851671
123,0.7247819596552841
124,0.48397679345588596
125,0.0444900864174144
126,0.687541374165532
127,0.05242336586191963
128,0.8818116452762531
129,0.8732274916995404
130,0.8866789059633279
131,0.2135725879815384
132,0.05639557080117513
133,0.44957855451734
134,0.059689156200389684
135,0.8124641506660358
136,0.0517675000816193
137,0.5126655552951784
138,0.08611788738909565
139,0.888408631122928
140,0.24319328380540303
141,0.7757650143959391
142,0.29106483445265185
143,0.04419750766631669
144,0.05053649077600899
145,0.7855149759592189
146,0.11261589693828197
147,0.5945973969537458
148,0.792929800188314
149,0.05829387343218704
150,0.1325615168707097
151,0.07512272872096466
152,0.13781112270210644
153,0.28739263754447664
154,0.057669279124233294
155,0.10398902699348449
156,0.05238815705909794
157,0.07386903481906953
158,0.05302907500924546
159,0.06918938531258716
160,0.046488827594283536
161,0.050274812957225044
162,0.07644781477436001
163,0.26615531977551254
164,0.45024295661468433
165,0.8777997309866604
166,0.8884323649951658
167,0.10471837806616886
168,0.8719661257314872
169,0.21966067307921966
170,0.4689227727295397
171,0.04464920045810818
172,0.8619913027965433
173,0.043992341793654764
174,0.044297691004524034
175,0.04840207852914627
176,0.04376342275339155
177,0.20119374866994671
178,0.7419123980892313
179,0.6519942461750704
180,0.05409949744535965
181,0.05728373652959331
182,0.09607213824662329
183,0.12146460684359942
184,0.06690468030561829
185,0.046384556567252586
186,0.8697230117014219
187,0.04673205083426707
188,0.36764272714680074
189,0.44380499212105357
190,0.7531739382986192
191,0.624388848839355
192,0.7310901177559839
193,0.2493776472732824
194,0.6747123163588608
195,0.052832032651401885
196,0.869502379329084
197,0.051749729720562944
198,0.05313855953868718
199,0.7133480289256872
200,0.15755731072700688
201,0.05209328270625928
202,0.6264166144910593
203,0.18836889241570862
204,0.07735125924983297
205,0.047367000904789944
206,0.6995163399940226
207,0.05914631497781987
208,0.8593683989609289
209,0.0780327716860479
210,0.5128507082281042
211,0.4539317017050009
212,0.04683137227532792
213,0.057725933087269476
214,0.08898869830404486
215,0.07329634827846619
216,0.058150007883509935
217,0.8647220196395677
218,0.7758635268458046
219,0.04442080008195508
220,0.06605164226376505
221,0.8964011933156755
222,0.056837681523078984
223,0.052424460615762815
224,0.18871106502653764
225,0.06440509905658266
226,0.0465535520299695
227,0.057518109062649904
228,0.8968627010289267
229,0.7748449642357828
230,0.2395470360779944
231,0.04291404987423564
232,0.06277881442023638
233,0.879833225518377
234,0.05476791190384731
235,0.7571266955804972
236,0.2675986814801059
237,0.7373229719763368
238,0.5538868206861428
239,0.5089433637583662
240,0.38623107041064036
241,0.07661561397985134
242,0.884149637595586
243,0.5471113496697623
244,0.05473504290934411
245,0.04737416116681585
246,0.07301434067670498
247,0.04478806414623296
248,0.8906659975337992
249,0.8132510129909137
250,0.04356391977660629
251,0.14273289835751043
252,0.06783427368213527
253,0.2526016839173942
254,0.047211596361983375
255,0.04999516516693413
256,0.0475603334606221
257,0.04668492659470969
258,0.709454107648843
259,0.8765930009190092
260,0.7264005606659616
261,0.05427679910782801
262,0.1491684513524573
263,0.8682238002761856
264,0.07792021530412194
265,0.671669247207333
266,0.18933825825834744
267,0.17347787497969924
268,0.046612733202588755
269,0.7988499262243401
270,0.8735972211541096
271,0.2601916782499599
272,0.04455590224239357
273,0.8055365833199597
274,0.793031177299013
275,0.10472219026292262
276,0.8798685684721763
277,0.761819052181659
278,0.7300057253280352
279,0.8744520010877437
280,0.04936182292887181
281,0.6055293307964323
282,0.19774577173779972
283,0.05256241371182997
284,0.2285120958100196
285,0.8615954434391616
286,0.1354255738522449
287,0.052441469550747466
288,0.8489082509812075
289,0.8063879861798025
290,0.19831278480793973
291,0.05585225127835316
292,0.04847103722132416
293,0.05283164311036381
294,0.09094989521140111
295,0.09454578403891933
296,0.44118433353205544
297,0.14103370755482778
298,0.053368363789056884
299,0.2623109184069726
300,0.2775808061691569
301,0.8766751324997097
302,0.42811050690001
303,0.14562357070709236
304,0.051120236822304266
305,0.07803773538782119
306,0.052453116232941153
307,0.07664964321504948
308,0.0555356327102439
309,0.058831044681977994
310,0.14798308990420198
311,0.08277287628089108
312,0.06803636782958358
313,0.04125019964491022
314,0.6687187912589603
315,0.052909076066543846
316,0.8669908886241636
317,0.41065927131262125
318,0.7854655388247342
319,0.7991569034378616
320,0.05606083152698186
321,0.10798638831765187
322,0.8399698602774566
323,0.7986407613721772
324,0.06603441082375291
325,0.8536103196018552
326,0.07038188150707732
327,0.5917820786037756
328,0.06574148892217684
329,0.08164047807512534
330,0.04730716670971498
331,0.044738241164788126
332,0.19448156501602137
333,0.8716340444266638
334,0.05601426245847595
335,0.055560935177054294
336,0.07464501233177837
337,0.2603779412880941
338,0.048893093728538714
339,0.5192288532041943
340,0.6507451767584181
341,0.048832064984849946
342,0.04387125534358493
343,0.8141678127361571
344,0.17466726226926613
345,0.8030359171137575
346,0.10164651454846645
347,0.04924517898789391
348,0.05891693665245458
349,0.7494977394814977
350,0.27039955264587584
351,0.8629075712120363
352,0.8563335628266457
353,0.6427039141722783
354,0.7932490972143713
355,0.5549722044097247
356,0.09469208346027196
357,0.77518224612139
358,0.13714876444736487
359,0.05068573278965941
360,0.5891266529973433
361,0.15527266974204496
362,0.7919946046090728
363,0.17201890272256667
364,0.22545763565984783
365,0.04553740774107282
366,0.8742265542536272
367,0.8444567411859412
368,0.05133826206623916
369,0.8646123938996728
370,0.6177448968223137
371,0.05050803789305375
372,0.1543809501284107
373,0.1356529638135802
374,0.051776784740092584
375,0.17589864288662496
376,0.15313484447382136
377,0.778006070766031
378,0.05424089184062002
379,0.05835638325415103
380,0.26790368667773945
381,0.5209658705488647
382,0.7668089252613511
383,0.052412829073484324
384,0.05027736520992972
385,0.8734831254556882
386,0.08803322488266
387,0.7886667107659422
388,0.4403328475348111
389,0.8387332179729489
390,0.06350607763228965
391,0.07818443207537511
392,0.8754673551389802
393,0.06291132156788401
394,0.20662717218690144
395,0.06603902636585554
396,0.29664448529412984
397,0.05178268199734866
398,0.868380076220217
399,0.04827653961334184
400,0.9010940633441272
401,0.876488865874865
402,0.0825517671919143
403,0.05328335813260212
404,0.6197019457348364
405,0.672234415811287
406,0.18417795781067173
407,0.14461543060979043
408,0.8444495663206231
409,0.809430923574767
410,0.32922009314331585
411,0.05029052552227485
412,0.055187263249577165
413,0.8785914329205811
414,0.054289306835016184
415,0.16734324751958315
416,0.05249867456434545
417,0.062013674570222076
418,0.7075053593666233
419,0.06561925565923622
420,0.14652641004923753
421,0.88376737981978
422,0.7876897205407337
423,0.1334640629409027
424,0.05583222374843413
425,0.6176867332278745
426,0.05986631469126008
427,0.08343179954530502
428,0.05388347216510773
429,0.5754974279316882
430,0.31439741798814885
431,0.6880471410831476
432,0.6950920262161605
433,0.11224716637780004
434,0.8692341735632226
435,0.8685720050944636
436,0.09913255660851941
437,0.1741864281461972
438,0.058253733085104634
439,0.047769705153990115
440,0.05589617361018802
441,0.6542730782362354
442,0.8728510270174853
443,0.05985658443883649
444,0.8817289500803079
445,0.8864807078625849
446,0.6468601122838348
447,0.07144569995464109
448,0.0575251648016127
449,0.786759522392088
450,0.7883754208439688
451,0.8512525271651444
452,0.05037186753094438
453,0.25926614116132496
454,0.832983682835857
455,0.4085213300585672
456,0.7762272791567183
457,0.2375432161419048
458,0.058211824771200196
459,0.7843628652147383
460,0.10224544566221228
461,0.2674019336119551
462,0.16474064369641514
463,0.4662105628042353
464,0.2762388323807777
465,0.8665548391817145
466,0.0551413597453988
467,0.6864515960594227
468,0.053247165287904116
469,0.09343788334428352
470,0.05244346677284271
471,0.7745892991166949
472,0.06786039922543946
473,0.05128294202884539
474,0.27835130589639195
475,0.35096164256991114
476,0.8751974943932058
477,0.058739641317276305
478,0.08520963301591972
479,0.6583756813007817
480,0.05037000146170216
481,0.13478575477890356
482,0.04649566417483576
483,0.19143473290150131
484,0.043432069679075404
485,0.10908788356051864
486,0.06389502868092958
487,0.07421195839265766
488,0.13566558739404747
489,0.24439579883890317
490,0.1563186542231531
491,0.06557918091235791
492,0.0702497610765253
493,0.06365298667532344
494,0.6328740662488752
495,0.7799448422505877
496,0.6309723607327796
497,0.05602288704993784
498,0.8655714396332135
499,0.8892234649971549
500,0.05259555130643743
501,0.08105761806226605
502,0.8837279256373778
503,0.8203072631692441
504,0.05139302265709087
