id,predicted
0,0.9265590906143188
2,0.562778115272522
4,0.24612613022327423
7,0.33313441276550293
15,0.29714658856391907
26,0.08895988762378693
44,0.648267388343811
45,0.043526723980903625
57,0.8903243541717529
66,0.011305070482194424
77,0.37413856387138367
79,0.7339248657226562
86,0.6008992791175842
89,0.1512051820755005
90,0.3247414529323578
105,0.007763962261378765
120,0.0036742985248565674
123,0.0415211021900177
125,0.9568113088607788
129,0.44849956035614014
143,0.012887030839920044
151,0.09326081722974777
153,0.09843763709068298
154,0.9626556038856506
157,0.2821773886680603
167,0.04486941173672676
170,0.1378461867570877
171,0.07330241054296494
177,0.6712182760238647
181,0.6982702612876892
187,0.5959176421165466
193,0.01785503886640072
194,0.06132742017507553
199,0.7829288244247437
201,0.29049932956695557
212,0.9029953479766846
219,0.31531211733818054
220,0.1353311687707901
222,0.44677817821502686
224,0.7254689931869507
225,0.707961916923523
227,0.06044038385152817
232,0.03480080887675285
247,0.012030236423015594
248,0.73032146692276
262,0.21807152032852173
269,0.0416981540620327
272,0.8025659322738647
278,0.901995837688446
290,0.46925991773605347
291,0.04236062616109848
296,0.013380832970142365
307,0.6033229827880859
309,0.008326958864927292
310,0.8899613618850708
316,0.08511345833539963
324,0.9733676910400391
326,0.04437575489282608
341,0.6254045963287354
365,0.9407355785369873
371,0.13324454426765442
376,0.7768993377685547
380,0.0453319251537323
388,0.10374482721090317
389,0.03242701664566994
412,0.8321654200553894
413,0.7340850234031677
416,0.3776598870754242
420,0.3393256366252899
427,0.11629407107830048
429,0.733934760093689
446,0.036413900554180145
448,0.05013751611113548
454,0.4729960262775421
466,0.16706819832324982
472,0.06192106008529663
502,0.17423759400844574
511,0.5853686928749084
520,0.20877476036548615
530,0.4848531484603882
541,0.3115917146205902
544,0.8154377341270447
547,0.533358633518219
548,0.1404048502445221
557,0.6888933777809143
561,0.09738272428512573
563,0.4972037672996521
572,0.4420148432254791
581,0.9544401168823242
583,0.709031879901886
587,0.21546998620033264
588,0.006666325964033604
591,0.07430461049079895
640,0.8908911347389221
649,0.5915041565895081
656,0.7297521829605103
675,0.7402864098548889
688,0.04162143915891647
708,0.6582632660865784
729,0.2868719696998596
735,0.9720561504364014
744,0.0311075821518898
748,0.3600277900695801
751,0.2923261523246765
756,0.5375186204910278
762,0.12406327575445175
764,0.8672794103622437
773,0.05032432824373245
779,0.03393290191888809
791,0.9259166717529297
802,0.2472960352897644
805,0.008971278555691242
807,0.19497349858283997
819,0.06713768094778061
828,0.15382885932922363
831,0.18827439844608307
836,0.729202389717102
845,0.9594499468803406
859,0.9314520359039307
869,0.6719116568565369
874,0.21980597078800201
875,0.0069195544347167015
877,0.5895137786865234
885,0.06915657967329025
899,0.30580660700798035
901,0.37738239765167236
902,0.0544373020529747
912,0.12031080573797226
916,0.015612863004207611
932,0.02934829704463482
934,0.6388607621192932
942,0.724602997303009
946,0.4058726727962494
972,0.04853195697069168
1006,0.09467680752277374
1019,0.3055630326271057
1045,0.7302753925323486
1046,0.9239011406898499
1054,0.061639443039894104
1075,0.026156984269618988
1076,0.038945864886045456
1086,0.12440904974937439
1091,0.045013654977083206
1093,0.00820079818367958
1097,0.9073914289474487
1101,0.43471115827560425
1127,0.9373634457588196
1137,0.07049360871315002
1145,0.7981477975845337
1157,0.11014096438884735
1197,0.9722622036933899
1209,0.07191312313079834
1212,0.9429841637611389
1219,0.07724695652723312
1231,0.4084387421607971
1260,0.9532955288887024
1262,0.9498018622398376
1263,0.8898127675056458
1275,0.16294263303279877
1282,0.21045969426631927
1284,0.3469012677669525
1286,0.6027248501777649
1288,0.22022020816802979
1309,0.9648773670196533
1327,0.9290090799331665
1329,0.4598957896232605
1330,0.016065727919340134
1340,0.008797863498330116
1353,0.14229609072208405
1358,0.023875530809164047
1367,0.7476261854171753
1373,0.019861632958054543
1386,0.2040024846792221
1388,0.22724676132202148
1397,0.18331308662891388
1413,0.030276378616690636
1432,0.02412358857691288
1443,0.5313140153884888
1445,0.8653184175491333
1458,0.010780089534819126
1473,0.6778133511543274
1475,0.026864858344197273
1480,0.6847580671310425
1489,0.9119714498519897
1535,0.029696151614189148
1539,0.7201300859451294
1541,0.8493387699127197
1543,0.008447551168501377
1546,0.186628058552742
1567,0.8923775553703308
1592,0.4525303244590759
1599,0.013087441213428974
1606,0.09910035878419876
1620,0.42002391815185547
1622,0.9161088466644287
1635,0.010153123177587986
1652,0.3643301725387573
1659,0.027436817064881325
1660,0.04041978716850281
1665,0.006707878317683935
1686,0.5194677710533142
1717,0.0688374787569046
1740,0.8940185308456421
1751,0.3404306173324585
1758,0.20238211750984192
1793,0.39584267139434814
1807,0.050691161304712296
1811,0.7400357127189636
1812,0.022451991215348244
1820,0.37146544456481934
1824,0.5661813020706177
1837,0.012470019981265068
1842,0.48093533515930176
1853,0.07191452383995056
1860,0.020481416955590248
1866,0.06454155594110489
1869,0.02332613617181778
1874,0.011658070608973503
1876,0.5828872919082642
1894,0.2070646733045578
1898,0.021975617855787277
1902,0.9553175568580627
1908,0.7531653642654419
1913,0.1764172613620758
1921,0.809004008769989
1924,0.5976543426513672
1937,0.1616450548171997
1946,0.15900872647762299
1949,0.7182342410087585
1963,0.9573081731796265
1964,0.11987527459859848
1972,0.022552819922566414
1978,0.7550154328346252
1979,0.1119563952088356
1981,0.05652550980448723
1982,0.38301610946655273
2013,0.2120324969291687
2016,0.9295094609260559
2021,0.40993350744247437
2024,0.02174166962504387
2036,0.09178613871335983
2037,0.13978362083435059
2049,0.23026515543460846
2061,0.0029246858321130276
2081,0.11852004379034042
2082,0.18157358467578888
2102,0.4303625524044037
2105,0.009709236212074757
2114,0.9630851745605469
2115,0.021884435787796974
2118,0.223244771361351
2152,0.2122778445482254
2153,0.1919691264629364
2170,0.07065030932426453
2177,0.038485947996377945
2190,0.2596321403980255
2203,0.4665842354297638
2213,0.3444261848926544
2218,0.7199894189834595
2221,0.4620208144187927
2226,0.3422742486000061
2246,0.12329325079917908
2250,0.8808624744415283
2257,0.9263201355934143
2264,0.9807401299476624
2286,0.05398719385266304
2294,0.02555389516055584
2296,0.5600578188896179
2301,0.03697066754102707
2305,0.40046241879463196
2319,0.009128669276833534
2334,0.3037380874156952
2353,0.3520859181880951
2356,0.4774017333984375
2398,0.8334706425666809
2430,0.9751672148704529
2438,0.41323307156562805
2459,0.15015079081058502
2463,0.8439514636993408
2464,0.09746340662240982
2466,0.05203688144683838
2473,0.6086740493774414
2474,0.08601544052362442
2482,0.016459304839372635
2483,0.006446855142712593
2489,0.0838826447725296
2514,0.21194162964820862
2523,0.8778430223464966
2530,0.36412572860717773
2531,0.008871828205883503
2535,0.9179667830467224
2537,0.5676297545433044
2595,0.03164895996451378
2597,0.7183313965797424
2632,0.029267441481351852
2635,0.09192117303609848
2644,0.04300092160701752
2645,0.13812994956970215
2672,0.007974697276949883
2678,0.15100142359733582
2687,0.007845904678106308
2706,0.23424825072288513
2710,0.6891284584999084
2715,0.5105358362197876
2733,0.14896659553050995
2800,0.016149453818798065
2802,0.07131834328174591
2805,0.21269357204437256
2808,0.22229965031147003
