knn0,knn1
6.677557749172598,6.932915493471726
6.243785149050248,8.244414531745814
5.245448670380567,3.447270805789817
5.694184834575435,5.750596330541401
5.654070285600972,5.165556989680393
7.13538210208363,8.097954072112213
4.902380707234052,5.570222082729347
5.919258380388594,6.150986151911949
5.2723517370675,5.347869724943021
3.985467241914724,4.93711161319909
5.125433423755441,5.118947051577985
5.276248622888633,4.594053294152705
4.843133671524626,5.056451350242236
5.825567828714144,7.206129817591097
3.786439811910306,5.8170741933996055
6.827696746058626,6.846537394477281
5.770977345870032,5.942501510302734
4.162791379520665,6.28963179189371
5.044149675402944,4.966376051650551
5.30587258564573,5.4691437017963995
4.879750313246767,4.994286722224808
4.480377887549881,5.6520366678307274
4.9873216702305285,5.892038284059173
7.317833689684864,7.8008324563060025
6.06599524395201,5.478991101819909
4.8030249689706785,5.405506927985348
5.42934711777304,8.78494730986912
5.864651294552976,6.043594880178208
5.270708973368142,6.507371301419922
4.347820714409375,6.2253469822271414
5.530567423770364,5.642711955462678
5.950653240224811,6.72863898156331
4.168261404413567,4.6575618145161295
6.067910051083384,6.75972032446764
5.914675516131804,6.148763346350485
5.664507218439532,8.397045419818507
4.881395124394555,5.189846595764264
5.893637438850486,6.058457396511198
5.671400376777563,6.20701520899119
5.741168918351591,6.046248743716818
3.7832211130034965,4.58309725277393
4.044127720385897,4.482318219838521
4.0435994572480904,5.985246338509332
4.7202186142491085,4.165599245436367
5.595475719059706,5.673438070146932
4.7054803269463505,3.6266981762858963
6.190920180581912,6.327543483182304
4.6521453959103045,6.012139551176796
5.43508539628279,5.201727331634704
5.820951064733776,5.6976321466915785
5.519774864996235,3.807560107755924
6.761125733020629,7.132370772238473
6.704197440602233,6.7425307982658635
5.5633769097182455,6.108094957753856
4.428574982197309,4.434130945089416
3.804772613050552,4.050041831541608
6.8719948469029974,7.534843106946904
5.682245998526491,6.831881418878863
6.484043744546607,6.820861836597944
6.595812790275201,7.103359063182564
5.714868050177179,6.927379287630813
4.645260175243975,4.269419000151914
4.059987642440057,5.591073894972438
2.6165230787484335,5.252947573075203
4.869227934060216,7.3094485572026455
5.64369885824773,5.466475305612388
4.1261596391127275,4.866450235902488
7.7589444245019346,7.994056360774484
4.6726508044581125,5.572482096034345
5.1491601389553106,4.334538676141743
9.092005716454285,10.527404109730572
6.651599039534454,8.390552397248266
3.308997170266944,4.489073418589473
4.998777444053052,5.795921807527954
4.992909324455885,6.862999234879087
3.4906241903001005,4.110837566380668
3.3224447067318548,5.622088399449519
4.28412457973928,4.147671750953956
4.585802851075782,4.0556940104617665
5.521838554748223,5.168266695257807
4.382405438813911,4.802659591247368
4.365704523169025,5.316670525178961
4.502970157963717,4.463752930204282
5.4800788026290945,5.099230711358942
4.213483295304527,5.790233582358349
5.452433935163737,6.038810602055598
3.9968556258572425,5.771417238677722
5.571122844908045,5.967304977570746
6.226883572908555,6.185436810335525
4.6662437616824395,5.71465819112367
8.367719392620174,8.942619865734942
5.722370924686243,6.517674215063068
5.5879736959649495,7.377567372581245
5.675276530887762,5.143187822852282
4.823427182192934,5.872714921234292
4.798134830153489,6.2230752078020775
5.581950254670487,5.811071584062838
6.25238796394811,6.2590522329099745
5.760888344900632,5.812238211061476
7.418442471479406,7.681619427427746
5.495257316498752,6.0582528812249095
8.711494943057408,14.56743984792257
4.054139647530032,4.379241018291095
5.023750591136209,5.878028888360088
4.3162801311001235,5.517673711054992
4.571074731229651,5.44700659124887
5.830495422179573,4.6510125280563335
3.8955487022875555,5.207140488800977
5.099663923926953,4.358219944232428
4.9714653689697865,4.759086971152144
3.6421010748874965,3.955846518136624
4.802849675200534,5.599036270207216
6.144517160754583,6.475162681638956
3.9014911328394537,4.0056605969618015
5.441795800615765,5.103765881497329
5.946490139231333,6.9572548808255075
5.623653499200271,8.060756237706789
5.341149624377996,6.1596780169305445
4.955024582464602,5.262135614511018
5.264640192001977,4.162585121215089
5.216519538268062,6.969051143479428
4.935204574941279,5.614315510554442
5.050576885732537,5.14580881604671
5.132199031992059,4.664449978259241
6.32421622416368,6.196386265669235
7.90155861695531,8.40199296199236
4.745474711374723,3.7636264882980024
11.308988085620951,11.572061931157593
5.699084651680297,5.534070630243122
5.408457695492649,5.202090768525575
4.37413254256378,4.656837913502631
5.863370628634225,6.452511452850628
5.777375377812166,6.213251815966442
6.190864392663441,6.2477706343722295
5.399006685686159,6.944705973626939
4.220990583393581,5.195503245617221
5.78241557815637,7.174479879158524
5.370376244168601,5.764410215575752
6.1141479047407294,6.9557261050744845
4.540714569528786,5.045763438427676
5.580544716190618,6.064305443596953
5.525842387783032,5.301675209223825
7.2822805874105905,8.17615891722521
4.149712635745579,6.447732570138161
5.207410674974215,6.386231196378124
6.536118117128668,7.170339982074599
6.692965729022737,7.284742483799438
5.682777061742599,5.489622620295614
4.894835754296477,4.789743389890915
6.317790122199509,6.540866269280452
5.84112982401448,6.790397691346841
5.412476404958978,6.638009077275736
4.500996845434461,6.267491177084374
5.416047916633314,6.315774858900677
5.483571471869607,5.5632319361556775
5.299997554139159,5.187515791830553
5.639975453695232,7.054460240308366
8.597401067759645,10.26775346594337
6.598296558439699,7.721408695978912
5.713481528781454,6.318320419527418
1.9792369970272117,4.017136250617119
4.745368858138251,5.969237440481221
5.5255667368558194,6.870236961415167
4.296893261365679,4.145898397347465
5.852741585211803,6.5857755122171096
3.887401365133401,4.78032580750683
4.950557078151537,4.900199387864638
5.557787912757111,5.1084756354825425
6.017995841669456,5.578024012178679
5.406328597472583,4.202539357867352
5.428342442217358,7.195170727670774
2.4718344183912473,5.532628551671044
4.481515829794922,5.01685858300128
3.959153806447695,6.705836793367184
4.851838509526569,7.626793795867552
7.925218638268689,8.431407145073543
4.391582786157837,6.680649909949903
5.403982144594931,5.747804579226444
4.346875992713131,3.613019964533313
4.848282879018323,4.49887756542387
6.74124734281006,5.502568827361224
4.586639975723218,5.26948943016463
5.529827517942613,6.6405511574892895
5.439355124983162,5.353846301586247
4.246236719033711,4.257141839028293
2.6473255624264946,2.843197999661224
5.891148549185817,5.567756854888151
2.825880384221518,4.783761116487943
7.590999556584712,9.497271265297156
5.347636620967848,4.286580395708702
6.184424462024014,6.260890086245171
3.9751676511933014,3.878464574132987
4.873559449244192,5.501295306468271
4.211168292163609,4.642596057499064
5.1936827752581145,5.2175360580471555
5.896226041897704,7.101804237856804
6.674733517753208,7.752971447493473
5.142767731950424,6.073567619361936
5.72330474323421,6.439665737922883
5.3425202203469855,5.384223346334176
4.99333621672474,6.704268393528629
7.638205171011494,7.438604927906192
5.679548886378393,6.051776600116736
7.842754555313663,8.800909203328997
7.534860347735941,7.402400089897717
3.8244248361425623,5.35609421537997
4.495050860459729,3.8771709955961127
5.100240774341323,6.293558710227112
6.563797049624603,6.249624807669076
5.682569561602241,4.4773401452785375
6.756992493220585,6.833499408729753
5.991481358953588,7.1882023754584505
