id,predicted
0,0.8790017290879035
2,0.6776078185813335
4,0.14515499201762913
7,0.19981162346253267
15,0.20070982666683707
26,0.0621531173718752
44,0.7749786436803439
45,0.05381357882143316
57,0.8734053447638779
66,0.05248653825860032
77,0.4249213935137296
79,0.8047170706143694
86,0.6594226060375029
89,0.12973060392843866
90,0.3431159866049204
105,0.04504225494452248
120,0.04467952989072051
123,0.05478368931750004
125,0.879617422233881
129,0.3483461652678196
143,0.050547724721102735
151,0.06620277705311892
153,0.07095098659201934
154,0.8839149938546557
157,0.20586369064456772
167,0.05811173844687908
170,0.08471402923536855
171,0.0650520873833755
177,0.771771959901696
181,0.8097296585953954
187,0.737384645764744
193,0.04882278804755513
194,0.05873632810215055
199,0.7892515910744367
201,0.2551223756903502
212,0.8765735384586725
219,0.179488215541925
220,0.10271741362397986
222,0.5346680627706194
224,0.8085253069665027
225,0.8673720492022763
227,0.05829346732251385
232,0.057571989241439615
247,0.04574486621350815
248,0.8527113122292824
262,0.15517843216556532
269,0.05328936268607863
272,0.8478126717441583
278,0.8718324370043986
290,0.5159836338952103
291,0.05354449446258006
296,0.05139302343443501
307,0.7589646727789565
309,0.04543125002445031
310,0.8547777931536922
316,0.06236910515743429
324,0.8801439541697416
326,0.056107417699675546
341,0.7134630669267334
365,0.8794594941158419
371,0.0864239282159954
376,0.8195377338309019
380,0.05894208131078934
388,0.08025598897975203
389,0.05604239547598676
412,0.8690621048126574
413,0.8010258216002718
416,0.3008910111766581
420,0.25772100915677
427,0.09262610435140643
429,0.796510596286908
446,0.053010147474206314
448,0.05684151738331074
454,0.4607392487744625
466,0.1259213154838425
472,0.05404593760739658
502,0.10648447657521205
511,0.648165808510033
520,0.13261505197234807
530,0.5845869133689253
541,0.31049096242126084
544,0.8544630990743037
547,0.6431795313661061
548,0.08445864323773357
557,0.7708986344794049
561,0.08276295177026503
563,0.6253368296832762
572,0.46529715719208997
581,0.878563504928515
583,0.824684186365209
587,0.10703059823736663
588,0.04565151832198741
591,0.06263537009446912
640,0.8676722590837567
649,0.728473853368256
656,0.7738427648760339
675,0.8405204309217522
688,0.0531991963065331
708,0.761640733240753
729,0.242962038678633
735,0.8802853235492591
744,0.04732194001174418
748,0.2755387153174925
751,0.2597619953548231
756,0.6082925262481174
762,0.07705529303588858
764,0.8618052760367634
773,0.0584598116172379
779,0.049386555254444714
791,0.8749178654987915
802,0.18789463006345233
805,0.04576909536122138
807,0.14473758888097593
819,0.06848711355633269
828,0.11772384227422687
831,0.14118756624179812
836,0.7847372765784263
845,0.8771266159469553
859,0.8819981460144488
869,0.8103557564582617
874,0.15154228893563498
875,0.045980035090495405
877,0.7072513009032713
885,0.06107983263110972
899,0.21042264774111458
901,0.43316917270365957
902,0.05412348919071548
912,0.11515991151617724
916,0.05249501113575332
932,0.05268049914012535
934,0.7121642565290909
942,0.8028328062595476
946,0.28891759829242286
972,0.05213258107807147
1006,0.06565311214624261
1019,0.39138731351303974
1045,0.6901921250271308
1046,0.8756630852747833
1054,0.057425831563614436
1075,0.052981262035707466
1076,0.05619451989877681
