id,xgb_oof
1,0.9128734171390533
8,0.04980622977018356
30,0.28062841296195984
43,0.09004830569028854
46,0.9230997860431671
65,0.05430266633629799
69,0.5482107698917389
84,0.04488843493163586
97,0.1161821000277996
99,0.0622706413269043
102,0.07354388013482094
115,0.8771542608737946
119,0.060577791184186935
126,0.04780266247689724
132,0.07817400619387627
145,0.43001484870910645
146,0.2914164289832115
149,0.07227919436991215
160,0.17391245067119598
161,0.46964435279369354
197,0.510976105928421
206,0.061242615804076195
235,0.05130896717309952
239,0.8562652468681335
242,0.6095814406871796
244,0.12074627354741096
266,0.04904521815478802
286,0.4344582110643387
298,0.20800790190696716
314,0.054826634004712105
317,0.8793517053127289
327,0.053822631016373634
337,0.04736801236867905
344,0.057899294421076775
355,0.07030496001243591
358,0.044629283249378204
383,0.05514130741357803
390,0.470845565199852
391,0.06166118010878563
410,0.14625555276870728
415,0.28413306176662445
418,0.7314647734165192
424,0.12355586886405945
426,0.9316823482513428
431,0.08742721751332283
433,0.8539207577705383
441,0.7679227888584137
444,0.14335578680038452
457,0.6904546320438385
460,0.3548480272293091
495,0.39687928557395935
497,0.09560079127550125
505,0.07427855208516121
512,0.3255256935954094
515,0.2719842195510864
518,0.0915946327149868
533,0.05396066792309284
536,0.11638360098004341
537,0.06826596893370152
538,0.051356058567762375
564,0.07721573114395142
567,0.9168865084648132
570,0.047965798527002335
578,0.04722750000655651
585,0.046079082414507866
621,0.09959082677960396
622,0.8537819385528564
633,0.8287173807621002
654,0.04724415950477123
660,0.8907177150249481
662,0.05641275271773338
665,0.47320009768009186
670,0.06815427541732788
685,0.8269018530845642
687,0.051693838089704514
695,0.2696656882762909
711,0.04432275705039501
740,0.09461366757750511
765,0.9249241650104523
767,0.9113892018795013
769,0.061113808304071426
771,0.04446147009730339
772,0.9178794026374817
782,0.17284341901540756
783,0.04775236360728741
785,0.051589589565992355
797,0.05045720562338829
800,0.07722916081547737
814,0.711575984954834
820,0.13028517365455627
838,0.9140803217887878
843,0.44609737396240234
863,0.04452700354158878
884,0.7142832279205322
893,0.0478109959512949
914,0.048487771302461624
920,0.9367218911647797
924,0.050302742049098015
925,0.04432853125035763
931,0.5742642283439636
943,0.5483839362859726
966,0.04477889463305473
971,0.3309604376554489
973,0.34429603815078735
977,0.11521333828568459
980,0.06413648650050163
987,0.9229117035865784
999,0.3150981217622757
1001,0.9315532147884369
1015,0.6032788157463074
1018,0.08809590712189674
1035,0.06494816765189171
1038,0.4640990197658539
1055,0.9212954640388489
1066,0.23418238759040833
1068,0.923303872346878
1079,0.05388049781322479
1100,0.7785065770149231
1102,0.2198655679821968
1103,0.8537692129611969
1134,0.05932768993079662
1172,0.05965794436633587
1201,0.06945525109767914
1210,0.7970340549945831
1211,0.506564736366272
1225,0.04710271582007408
1241,0.7718186974525452
1245,0.05685807205736637
1250,0.9054374396800995
1277,0.9229750633239746
1283,0.9027224183082581
