id,predicted
0,0.8962233543395995
2,0.7302941679954529
4,0.17764428555965422
7,0.3096593201160431
15,0.27422387748956684
26,0.0641625963151455
44,0.7645213007926941
45,0.04890922345221043
57,0.9117920994758606
66,0.046053584665060036
77,0.3254298910498619
79,0.8900705516338348
86,0.5563063979148866
89,0.13185930326581002
90,0.3166566461324692
105,0.046335195749998094
120,0.04468494541943074
123,0.06422825828194617
125,0.9341575801372529
129,0.32212297618389124
143,0.04776959978044033
151,0.07994710952043534
153,0.08118375539779664
154,0.9272706627845764
157,0.2795702010393143
167,0.054029570892453194
170,0.10514290928840636
171,0.0736004039645195
177,0.7698865115642548
181,0.7783380925655365
187,0.7764241755008698
193,0.04841476157307625
194,0.06130939312279225
199,0.6878283321857454
201,0.3212937399744987
212,0.9102178573608398
219,0.20396298542618752
220,0.09828017801046371
222,0.544623139500618
224,0.8449549973011017
225,0.8772629261016845
227,0.05728967860341072
232,0.06188339926302433
247,0.046524859219789515
248,0.758534187078476
262,0.14471890553832054
269,0.06236772350966931
272,0.896816736459732
278,0.9234844744205475
290,0.3070006012916565
291,0.057295887544751165
296,0.04709988161921501
307,0.7435397982597352
309,0.045525417476892475
310,0.8840102136135101
316,0.07938267067074777
324,0.9281267344951629
326,0.05766799747943878
341,0.6780834317207337
365,0.9225901782512664
371,0.08046761974692344
376,0.7327912211418153
380,0.06182799339294434
388,0.11636670082807542
389,0.0526676993817091
412,0.8909311592578888
413,0.805651694536209
416,0.23608077615499493
420,0.4769574880599976
427,0.095722234249115
429,0.681479561328888
446,0.05349502190947533
448,0.054573348164558416
454,0.459871456027031
466,0.1292503610253334
472,0.05441049449145794
502,0.14770153537392616
511,0.5354234367609024
520,0.09797695651650429
530,0.6467066705226898
541,0.3282665520906448
544,0.8659755825996399
547,0.6576609373092651
548,0.11624672263860703
557,0.6666054844856262
561,0.07867588177323341
563,0.6539787024259568
572,0.45389012396335604
581,0.9376671552658081
583,0.8370262324810028
587,0.13504298329353331
588,0.04482856020331382
591,0.07148375362157822
640,0.8624805808067323
649,0.7332552850246431
656,0.632393354177475
675,0.7963614046573639
688,0.05382652170956134
708,0.6956448316574096
729,0.3020227313041687
735,0.9284531116485595
744,0.05301390364766121
748,0.3252015009522438
751,0.24807674586772918
756,0.7026003718376159
762,0.091231756657362
764,0.8643590569496156
773,0.061395126208662984
779,0.04961467683315277
791,0.8464262723922729
802,0.16517490819096564
805,0.04541478678584099
807,0.1385674625635147
819,0.06563924923539162
828,0.1065362975001335
831,0.08811641484498976
836,0.7728799521923065
845,0.9368977427482605
859,0.9287823140621184
869,0.8359921157360077
874,0.21918210834264756
875,0.04552691467106342
877,0.7380868256092071
885,0.09230184480547904
899,0.26599013358354573
901,0.4622274845838547
902,0.058067667111754415
912,0.10896989852190019
916,0.047381211072206504
932,0.0478161159902811
934,0.6191559493541717
942,0.768364953994751
946,0.28338159918785094
972,0.05104816444218159
