id,autogluon_pseudo_oof
0,0.9123722910881042
1,0.028566749766469002
2,0.26338857412338257
3,0.15178465843200684
4,0.9447771906852722
5,0.0266067273914814
6,0.5387735962867737
7,0.0185889583081007
8,0.2843392789363861
9,0.06007792055606842
10,0.09549345076084137
11,0.9111033082008362
12,0.03982292115688324
13,0.019613094627857208
14,0.08681771159172058
15,0.7517082691192627
16,0.23406299948692322
17,0.040836963802576065
18,0.21612465381622314
19,0.5433316826820374
20,0.6518252491950989
21,0.07523807883262634
22,0.02425139956176281
23,0.690673291683197
24,0.4760322570800781
25,0.1344134658575058
26,0.022944532334804535
27,0.5148171186447144
28,0.5638973116874695
29,0.025795048102736473
30,0.6516419053077698
31,0.022623185068368912
32,0.013355539180338383
33,0.04928702116012573
34,0.10329318791627884
35,0.010950534604489803
36,0.02885286696255207
37,0.5308658480644226
38,0.07018453627824783
39,0.22970515489578247
40,0.4846169054508209
41,0.647269070148468
42,0.18932785093784332
43,0.9506442546844482
44,0.1114126518368721
45,0.6534134745597839
46,0.6866158843040466
47,0.19708915054798126
48,0.6280365586280823
49,0.21865032613277435
50,0.5229721665382385
51,0.12808889150619507
52,0.08985279500484467
53,0.2920754849910736
54,0.5293824672698975
55,0.20898249745368958
56,0.0345112606883049
57,0.16625858843326569
58,0.08788564056158066
59,0.019491981714963913
60,0.1024169921875
61,0.9425854086875916
62,0.012731306254863739
63,0.01463830005377531
64,0.017217343673110008
65,0.20338775217533112
66,0.6861913204193115
67,0.7593164443969727
68,0.013584468513727188
69,0.9529114365577698
70,0.028313949704170227
71,0.6440494656562805
72,0.08248281478881836
73,0.823782205581665
74,0.023540319874882698
75,0.2331824004650116
76,0.01464520301669836
77,0.21131978929042816
78,0.9414423108100891
79,0.8946132659912109
80,0.04232698678970337
81,0.014559686183929443
82,0.7143408060073853
83,0.20672540366649628
84,0.024006742984056473
85,0.01888912171125412
86,0.013524506241083145
87,0.13184818625450134
88,0.5517675280570984
89,0.18238337337970734
90,0.8411586284637451
91,0.2423265278339386
92,0.021661851555109024
93,0.5314056277275085
94,0.024347668513655663
95,0.01522792223840952
96,0.9311034679412842
97,0.023846445605158806
98,0.02925468608736992
99,0.5653363466262817
100,0.7316491007804871
101,0.012133532203733921
102,0.6057702302932739
103,0.2690943777561188
104,0.15257588028907776
105,0.086736761033535
106,0.7611852884292603
107,0.35279396176338196
108,0.9502654671669006
109,0.699013352394104
110,0.09788841754198074
111,0.0483427420258522
112,0.5139642357826233
113,0.8169970512390137
114,0.549553632736206
115,0.9243825674057007
116,0.022379843518137932
117,0.7381952404975891
118,0.28864040970802307
119,0.9141566157341003
120,0.027848634868860245
121,0.04012233018875122
122,0.07652565091848373
123,0.526304304599762
124,0.4518863558769226
125,0.013410705141723156
126,0.6813124418258667
127,0.06443623453378677
128,0.6994916200637817
129,0.9252791404724121
130,0.9159001708030701
131,0.18113794922828674
132,0.021520987153053284
133,0.4810029864311218
134,0.05485404655337334
135,0.7161843776702881
136,0.017771899700164795
137,0.5188921093940735
138,0.1780768632888794
139,0.9397804737091064
140,0.26560333371162415
141,0.609784722328186
142,0.2623715102672577
143,0.017512377351522446
144,0.01641572266817093
145,0.7710158824920654
146,0.16586196422576904
147,0.5016413331031799
148,0.7723091244697571
149,0.0764780268073082
150,0.13814236223697662
151,0.14125476777553558
152,0.10395843535661697
153,0.3205263018608093
154,0.08770320564508438
155,0.17112623155117035
156,0.04853816702961922
157,0.08437398076057434
158,0.03184892609715462
159,0.1419626623392105
160,0.013012110255658627
161,0.02568712830543518
162,0.08240348100662231
163,0.20540325343608856
164,0.6016026735305786
165,0.9429166316986084
166,0.9214374423027039
167,0.21663916110992432
168,0.9311562776565552
169,0.2457713782787323
170,0.5919473171234131
171,0.015497113578021526
172,0.7677841186523438
173,0.014376392588019371
174,0.014701914973556995
175,0.017310185357928276
176,0.014548120088875294
177,0.19721977412700653
178,0.675052285194397
179,0.47877445816993713
180,0.03870861977338791
181,0.023170171305537224
182,0.17477919161319733
183,0.21116329729557037
184,0.12389133870601654
185,0.016870969906449318
186,0.88189697265625
187,0.01317234430462122
188,0.5151721239089966
189,0.47833898663520813
190,0.6935184597969055
191,0.5468782186508179
192,0.6883209943771362
193,0.08984381705522537
194,0.6735576391220093
195,0.050817251205444336
196,0.7358814477920532
197,0.01987842656672001
198,0.03797265514731407
199,0.6984343528747559
200,0.1917465329170227
201,0.02600865066051483
202,0.5396563410758972
203,0.18018582463264465
204,0.11483284831047058
205,0.01576773263514042
206,0.5834233164787292
207,0.09089149534702301
208,0.7160171270370483
209,0.241105318069458
210,0.5878300666809082
211,0.6111946105957031
212,0.018519697710871696
213,0.05067423731088638
214,0.11045856028795242
215,0.14243683218955994
216,0.06626611202955246
217,0.9467157125473022
218,0.6708018779754639
219,0.01543895062059164
220,0.06523611396551132
221,0.9018949866294861
222,0.031198745593428612
223,0.023942800238728523
224,0.24783360958099365
225,0.062174245715141296
226,0.016869017854332924
227,0.05010375380516052
228,0.886330783367157
229,0.658808171749115
230,0.36757612228393555
231,0.01585373654961586
232,0.02745928429067135
233,0.950524091720581
234,0.03941145911812782
235,0.5461480617523193
236,0.3169173002243042
237,0.6746653318405151
238,0.5145377516746521
239,0.6037212014198303
240,0.5864636301994324
241,0.09987358003854752
242,0.9457383155822754
243,0.5566362738609314
244,0.02499581128358841
245,0.014188317582011223
246,0.08584343641996384
247,0.015020866878330708
248,0.9339928030967712
249,0.7085000276565552
250,0.016511669382452965
251,0.253754198551178
252,0.14605173468589783
253,0.15919746458530426
254,0.012216665782034397
255,0.017639242112636566
256,0.013095161877572536
257,0.02035168930888176
258,0.51663738489151
259,0.9440497756004333
260,0.6043503284454346
261,0.024488095194101334
262,0.21145713329315186
263,0.8718416094779968
264,0.08949634432792664
265,0.4973739683628082
266,0.3029855489730835
267,0.21919307112693787
268,0.016515564173460007
269,0.6409966349601746
270,0.7874550223350525
271,0.203303724527359
272,0.019565399736166
273,0.663221001625061
274,0.7281859517097473
275,0.120245061814785
276,0.9413101077079773
277,0.6970068216323853
278,0.7044616341590881
279,0.8760784864425659
280,0.024455932900309563
281,0.5062350630760193
282,0.2462812215089798
283,0.031811658293008804
284,0.18857981264591217
285,0.9070724248886108
286,0.2533097565174103
287,0.026692092418670654
288,0.7591027617454529
289,0.6841492056846619
290,0.2404172122478485
291,0.03131692111492157
292,0.019399350509047508
293,0.05087504908442497
294,0.182522714138031
295,0.20585842430591583
296,0.2909766435623169
297,0.17609095573425293
298,0.035025231540203094
299,0.388357937335968
300,0.3279873728752136
301,0.9562621712684631
302,0.5159584879875183
303,0.32794350385665894
304,0.03304508700966835
305,0.15770268440246582
306,0.09051981568336487
307,0.09584749490022659
308,0.041232626885175705
309,0.07534471899271011
310,0.2206827998161316
