id,predicted
0,0.9436180591583252
2,0.6569216847419739
4,0.24534402787685394
7,0.3134489357471466
15,0.32880261540412903
26,0.07219728082418442
44,0.5642259120941162
45,0.026678530499339104
57,0.9300419092178345
66,0.024836476892232895
77,0.5041810274124146
79,0.7340443730354309
86,0.5840255618095398
89,0.1609942764043808
90,0.3094148337841034
105,0.012286804616451263
120,0.014301971532404423
123,0.03287557512521744
125,0.9420741200447083
129,0.5078709125518799
143,0.017487190663814545
151,0.08782605826854706
153,0.0758887231349945
154,0.9431737661361694
157,0.27611327171325684
167,0.03281833976507187
170,0.1402864009141922
171,0.08115405589342117
177,0.6463807821273804
181,0.731384813785553
187,0.6843538284301758
193,0.01988094300031662
194,0.05410447716712952
199,0.8196724057197571
201,0.2532462477684021
212,0.8150115013122559
219,0.15875226259231567
220,0.12533064186573029
222,0.6341310143470764
224,0.7127021551132202
225,0.9345558881759644
227,0.04907829314470291
232,0.043439831584692
247,0.014013132080435753
248,0.6727396249771118
262,0.259966641664505
269,0.03786000609397888
272,0.7473614811897278
278,0.93262779712677
290,0.5581150650978088
291,0.03366338461637497
296,0.01995912753045559
307,0.5759017467498779
309,0.015379102900624275
310,0.7158861756324768
316,0.0889803022146225
324,0.9443278908729553
326,0.0494246706366539
341,0.5759913921356201
365,0.9113501906394958
371,0.151963472366333
376,0.6695901155471802
380,0.046344924718141556
388,0.14569665491580963
389,0.03147871047258377
412,0.8058004975318909
413,0.6872808933258057
416,0.48992064595222473
420,0.29333212971687317
427,0.11580827832221985
429,0.6024801135063171
446,0.03927786275744438
448,0.03516977280378342
454,0.42498791217803955
466,0.20740573108196259
472,0.04573414474725723
502,0.18496452271938324
511,0.5202026963233948
520,0.19145822525024414
530,0.5699491500854492
541,0.21781334280967712
544,0.7565307021141052
547,0.5302230715751648
548,0.15103882551193237
557,0.6842846870422363
561,0.09743990749120712
563,0.6366332769393921
572,0.5445436835289001
581,0.9420113563537598
583,0.5646609663963318
587,0.14989541471004486
588,0.0141168013215065
591,0.09158214181661606
640,0.556254506111145
649,0.5512495636940002
656,0.5419169664382935
675,0.6893739700317383
688,0.02712288498878479
708,0.5559027194976807
729,0.2964124381542206
735,0.9467871189117432
744,0.03464497998356819
748,0.36171457171440125
751,0.2615678310394287
756,0.5508877038955688
762,0.12076780945062637
764,0.7762484550476074
773,0.06448467820882797
779,0.020441891625523567
791,0.8738918900489807
802,0.2434457391500473
805,0.017250895500183105
807,0.24825206398963928
819,0.08939971774816513
828,0.1660517305135727
831,0.251772940158844
836,0.6970294713973999
845,0.9421626329421997
859,0.9426633715629578
869,0.6647408604621887
874,0.22525006532669067
875,0.014613899402320385
877,0.5782684087753296
885,0.045578330755233765
899,0.20573697984218597
901,0.5454757213592529
902,0.04150058701634407
912,0.202516570687294
916,0.01903202384710312
932,0.0246108528226614
934,0.591023325920105
942,0.6942511200904846
946,0.21032483875751495
972,0.03912489488720894
1006,0.09468036144971848
1019,0.24002952873706818
1045,0.6321691870689392
1046,0.9220340251922607
1054,0.037979606539011
1075,0.021227054297924042
1076,0.04092695936560631
1086,0.11744128167629242
1091,0.04680138826370239
1093,0.011979470029473305
1097,0.7057075500488281
1101,0.4917307496070862
1127,0.9392207860946655
1137,0.07677716016769409
1145,0.8141000866889954
1157,0.11122991144657135
1197,0.8630167841911316
1209,0.07060832530260086
1212,0.9418922662734985
1219,0.05383807420730591
1231,0.31117191910743713
1260,0.9416494965553284
1262,0.9427534341812134
1263,0.8526884317398071
1275,0.170467808842659
1282,0.2949451804161072
1284,0.2750164270401001
1286,0.5546877980232239
1288,0.1711971014738083
1309,0.9483315348625183
1327,0.9168068170547485
1329,0.6566389799118042
1330,0.03089343197643757
1340,0.020456070080399513
1353,0.1270914077758789
1358,0.01576225273311138
1367,0.8741002082824707
1373,0.0226217620074749
1386,0.2326861470937729
